0.00000	0.00000
0.00002	0.05126
0.00005	0.10230
0.00007	0.15293
0.00009	0.20292
0.00011	0.25208
0.00014	0.30020
0.00016	0.34709
0.00018	0.39255
0.00020	0.43639
0.00023	0.47844
0.00025	0.51852
0.00027	0.55646
0.00029	0.59212
0.00032	0.62534
0.00034	0.65599
0.00036	0.68394
0.00039	0.70907
0.00041	0.73129
0.00043	0.75050
0.00045	0.76662
0.00048	0.77959
0.00050	0.78936
0.00052	0.79588
0.00054	0.79912
0.00057	0.79908
0.00059	0.79576
0.00061	0.78916
0.00063	0.77932
0.00066	0.76628
0.00068	0.75009
0.00070	0.73082
0.00073	0.70854
0.00075	0.68336
0.00077	0.65537
0.00079	0.62469
0.00082	0.59144
0.00084	0.55577
0.00086	0.51782
0.00088	0.47775
0.00091	0.43572
0.00093	0.39190
0.00095	0.34649
0.00098	0.29965
0.00100	0.25159
0.00102	0.20251
0.00104	0.15260
0.00107	0.10207
0.00109	0.05114
0.00111	0.00000
0.00113	-0.05113
0.00116	-0.10203
0.00118	-0.15251
0.00120	-0.20235
0.00122	-0.25134
0.00125	-0.29929
0.00127	-0.34600
0.00129	-0.39128
0.00132	-0.43494
0.00134	-0.47680
0.00136	-0.51669
0.00138	-0.55445
0.00141	-0.58991
0.00143	-0.62295
0.00145	-0.65341
0.00147	-0.68118
0.00150	-0.70615
0.00152	-0.72820
0.00154	-0.74725
0.00156	-0.76323
0.00159	-0.77607
0.00161	-0.78571
0.00163	-0.79212
0.00166	-0.79527
0.00168	-0.79515
0.00170	-0.79176
0.00172	-0.78512
0.00175	-0.77525
0.00177	-0.76220
0.00179	-0.74602
0.00181	-0.72678
0.00184	-0.70456
0.00186	-0.67945
0.00188	-0.65156
0.00190	-0.62099
0.00193	-0.58788
0.00195	-0.55237
0.00197	-0.51460
0.00200	-0.47473
0.00202	-0.43292
0.00204	-0.38935
0.00206	-0.34419
0.00209	-0.29764
0.00211	-0.24988
0.00213	-0.20111
0.00215	-0.15153
0.00218	-0.10135
0.00220	-0.05077
0.00222	0.00000
0.00224	0.05075
0.00227	0.10127
0.00229	0.15135
0.00231	0.20078
0.00234	0.24938
0.00236	0.29692
0.00238	0.34323
0.00240	0.38811
0.00243	0.43137
0.00245	0.47283
0.00247	0.51234
0.00249	0.54973
0.00252	0.58483
0.00254	0.61752
0.00256	0.64765
0.00259	0.67511
0.00261	0.69978
0.00263	0.72156
0.00265	0.74037
0.00268	0.75612
0.00270	0.76876
0.00272	0.77823
0.00274	0.78450
0.00277	0.78754
0.00279	0.78734
0.00281	0.78391
0.00283	0.77725
0.00286	0.76741
0.00288	0.75441
0.00290	0.73832
0.00293	0.71921
0.00295	0.69715
0.00297	0.67223
0.00299	0.64457
0.00302	0.61427
0.00304	0.58146
0.00306	0.54628
0.00308	0.50888
0.00311	0.46940
0.00313	0.42802
0.00315	0.38490
0.00317	0.34022
0.00320	0.29418
0.00322	0.24694
0.00324	0.19873
0.00327	0.14972
0.00329	0.10013
0.00331	0.05015
0.00333	0.00000
0.00336	-0.05012
0.00338	-0.10001
0.00340	-0.14945
0.00342	-0.19825
0.00345	-0.24620
0.00347	-0.29311
0.00349	-0.33879
0.00351	-0.38304
0.00354	-0.42569
0.00356	-0.46657
0.00358	-0.50550
0.00361	-0.54233
0.00363	-0.57690
0.00365	-0.60908
0.00367	-0.63874
0.00370	-0.66575
0.00372	-0.69001
0.00374	-0.71141
0.00376	-0.72987
0.00379	-0.74533
0.00381	-0.75771
0.00383	-0.76696
0.00385	-0.77306
0.00388	-0.77598
0.00390	-0.77570
0.00392	-0.77224
0.00395	-0.76560
0.00397	-0.75582
0.00399	-0.74295
0.00401	-0.72703
0.00404	-0.70813
0.00406	-0.68634
0.00408	-0.66174
0.00410	-0.63444
0.00413	-0.60455
0.00415	-0.57221
0.00417	-0.53753
0.00420	-0.50067
0.00422	-0.46178
0.00424	-0.42103
0.00426	-0.37858
0.00429	-0.33460
0.00431	-0.28928
0.00433	-0.24281
0.00435	-0.19538
0.00438	-0.14718
0.00440	-0.09842
0.00442	-0.04929
0.00444	0.00000
0.00447	0.04925
0.00449	0.09826
0.00451	0.14682
0.00454	0.19474
0.00456	0.24182
0.00458	0.28787
0.00460	0.33269
0.00463	0.37611
0.00465	0.41794
0.00467	0.45803
0.00469	0.49619
0.00472	0.53229
0.00474	0.56616
0.00476	0.59768
0.00478	0.62671
0.00481	0.65314
0.00483	0.67687
0.00485	0.69779
0.00488	0.71583
0.00490	0.73090
0.00492	0.74296
0.00494	0.75196
0.00497	0.75785
0.00499	0.76063
0.00501	0.76028
0.00503	0.75680
0.00506	0.75022
0.00508	0.74056
0.00510	0.72786
0.00512	0.71219
0.00515	0.69360
0.00517	0.67218
0.00519	0.64802
0.00522	0.62122
0.00524	0.59189
0.00526	0.56016
0.00528	0.52616
0.00531	0.49003
0.00533	0.45192
0.00535	0.41199
0.00537	0.37041
0.00540	0.32734
0.00542	0.28298
0.00544	0.23749
0.00546	0.19108
0.00549	0.14393
0.00551	0.09623
0.00553	0.04819
0.00556	0.00000
0.00558	-0.04814
0.00560	-0.09603
0.00562	-0.14348
0.00565	-0.19029
0.00567	-0.23626
0.00569	-0.28122
0.00571	-0.32497
0.00574	-0.36734
0.00576	-0.40816
0.00578	-0.44725
0.00580	-0.48447
0.00583	-0.51965
0.00585	-0.55266
0.00587	-0.58336
0.00590	-0.61163
0.00592	-0.63736
0.00594	-0.66043
0.00596	-0.68077
0.00599	-0.69829
0.00601	-0.71292
0.00603	-0.72460
0.00605	-0.73329
0.00608	-0.73896
0.00610	-0.74158
0.00612	-0.74115
0.00615	-0.73768
0.00617	-0.73118
